identifierHash	country	language	socialNbFollowers	socialNbFollows	socialProductsLiked	productsListed	productsSold	productsPassRate	productsWished	gender	civilityTitle	hasAnyApp	hasAndroidApp	hasIosApp	hasProfilePicture	seniority	seniorityAsMonths	seniorityAsYears	y_value	Validation
-6.45327E+18	Mexique	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Validation
8.88407E+18	Italie	en	4	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
-4.56158E+18	Suisse	en	3	8	40	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2857	95.23	7.94	FALSE	Validation
-7.2916E+18	France	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Training
9.42845E+17	Belgique	fr	3	8	1	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
3.81271E+18	Australie	en	4	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3202	106.73	8.89	FALSE	Training
1.42464E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Training
2.33739E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Training
-2.28939E+18	Espagne	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3197	106.57	8.88	FALSE	Training
-5.08586E+18	Etats-Unis	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Validation
3.74661E+18	Espagne	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
7.42684E+18	Italie	it	3	8	7	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Training
8.46436E+18	Allemagne	de	3	8	1	0	0	0	3	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Validation
-5.99663E+18	Andorre	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Training
-4.59051E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3196	106.53	8.88	FALSE	Training
6.42317E+18	Suisse	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3204	106.8	8.9	FALSE	Validation
-3.56918E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3203	106.77	8.9	FALSE	Training
-3.02414E+18	?mirats arabes unis	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3203	106.77	8.9	FALSE	Training
4.47915E+18	Chine	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3204	106.8	8.9	FALSE	Training
-4.12993E+18	Italie	it	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3195	106.5	8.88	FALSE	Training
1.89932E+18	France	fr	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2852	95.07	7.92	FALSE	Training
-6.4311E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3195	106.5	8.88	FALSE	Validation
3.60472E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
-4.15379E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
-6.10153E+18	Hongrie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
-1.06992E+18	Allemagne	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3203	106.77	8.9	FALSE	Validation
4.64525E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Validation
5.62435E+18	Italie	it	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3196	106.53	8.88	FALSE	Validation
8.53429E+18	France	fr	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Training
5.20431E+18	Danemark	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
4.82453E+18	Australie	en	3	8	47	0	0	0	63	Female	mrs	TRUE	FALSE	TRUE	TRUE	3196	106.53	8.88	FALSE	Training
6.13386E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3197	106.57	8.88	FALSE	Training
-7.42025E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
3.57082E+18	France	fr	4	8	0	0	0	0	3	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Validation
-4.64524E+18	Italie	it	3	8	0	0	0	0	0	Male	mr	TRUE	FALSE	TRUE	TRUE	3204	106.8	8.9	FALSE	Training
6.35284E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Validation
-6.6566E+18	Italie	it	4	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3197	106.57	8.88	FALSE	Training
-2.29801E+18	Etats-Unis	en	4	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
2.4444E+18	Pays-Bas	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2858	95.27	7.94	FALSE	Training
1.79652E+18	France	fr	4	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3197	106.57	8.88	FALSE	Validation
-5.02815E+18	Canada	en	9	8	2	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
7.81201E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Validation
3.14043E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2852	95.07	7.92	FALSE	Training
3.60327E+18	Royaume-Uni	en	5	9	9	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2856	95.2	7.93	FALSE	Training
-8.72681E+18	Russie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3204	106.8	8.9	FALSE	Validation
-8.71032E+18	Allemagne	de	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Training
-8.1824E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3201	106.7	8.89	FALSE	Training
1.57079E+18	France	fr	4	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
3.54034E+18	France	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
-3.90026E+18	France	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Training
-7.55815E+18	Espagne	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Training
1.7201E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Validation
-7.55645E+18	Allemagne	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
9.51253E+17	Singapour	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2852	95.07	7.92	FALSE	Training
1.99982E+18	Etats-Unis	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Training
4.04771E+18	France	fr	29	8	1	0	0	0	5	Female	mrs	FALSE	FALSE	FALSE	FALSE	3205	106.83	8.9	FALSE	Training
7.61127E+18	Chine	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2853	95.1	7.92	FALSE	Validation
-5.41748E+18	France	fr	4	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
3.86542E+18	Etats-Unis	en	5	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Validation
-4.58236E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Training
-5.06541E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
6.27497E+18	Etats-Unis	en	4	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
5.69769E+18	Espagne	es	3	8	0	0	0	0	0	Male	mr	TRUE	TRUE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
1.35014E+17	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2852	95.07	7.92	FALSE	Validation
4.17829E+18	Malaisie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
2.3631E+18	Belgique	en	4	8	14	0	0	0	1	Female	mrs	TRUE	FALSE	TRUE	TRUE	2857	95.23	7.94	FALSE	Training
-7.13884E+18	R?union	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
-7.81205E+18	Allemagne	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Validation
5.64288E+18	Espagne	es	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3195	106.5	8.88	FALSE	Training
-3.84813E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
8.60821E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2852	95.07	7.92	FALSE	Training
4.47184E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2856	95.2	7.93	FALSE	Validation
1.60882E+17	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
5.63544E+18	Allemagne	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
-4.28344E+18	?mirats arabes unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Validation
6.16135E+18	France	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Training
6.82768E+18	Italie	it	3	8	0	0	0	0	0	Female	mrs	TRUE	TRUE	FALSE	TRUE	3205	106.83	8.9	FALSE	Training
8.43485E+18	Belgique	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3204	106.8	8.9	FALSE	Training
-5.17451E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	TRUE	FALSE	TRUE	3204	106.8	8.9	FALSE	Validation
4.25656E+18	Espagne	es	5	8	0	0	0	0	0	Female	mrs	TRUE	TRUE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
-3.55421E+18	Etats-Unis	en	3	8	0	0	0	0	4	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
8.60979E+17	Etats-Unis	es	3	8	10	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3198	106.6	8.88	FALSE	Training
-8.76495E+18	Finlande	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2854	95.13	7.93	FALSE	Training
-2.56112E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
-3.88546E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Validation
7.72533E+18	Royaume-Uni	en	3	8	3	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
1.80433E+18	Italie	it	5	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
9.07438E+17	Allemagne	de	4	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Validation
4.5401E+18	Italie	it	3	8	0	0	0	0	0	Male	mr	TRUE	TRUE	FALSE	TRUE	2859	95.3	7.94	FALSE	Validation
-1.03165E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Validation
-2.50234E+18	Allemagne	en	3	9	2	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3195	106.5	8.88	FALSE	Training
4.3442E+18	Suisse	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2857	95.23	7.94	FALSE	Validation
-4.2619E+17	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Training
-7.35453E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Validation
1.77346E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3205	106.83	8.9	FALSE	Training
5.07902E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	TRUE	TRUE	FALSE	TRUE	3204	106.8	8.9	FALSE	Training
4.16004E+18	France	fr	3	8	0	0	0	0	0	Male	mr	TRUE	FALSE	TRUE	TRUE	3195	106.5	8.88	FALSE	Validation
4.85584E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Training
-3.92797E+18	Allemagne	de	5	10	67	0	0	0	37	Female	mrs	TRUE	FALSE	TRUE	FALSE	3197	106.57	8.88	FALSE	Validation
2.2918E+18	Su?de	en	3	8	0	0	0	0	1	Female	mrs	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Training
-1.20845E+18	France	fr	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
6.78204E+18	France	fr	3	8	3	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2855	95.17	7.93	FALSE	Training
-4.47086E+18	Br?sil	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
1.19773E+18	Etats-Unis	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Training
-1.89293E+18	Italie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Training
6.36806E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Training
-7.25565E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Training
3.60114E+18	Espagne	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Training
4.37831E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3197	106.57	8.88	FALSE	Training
-1.8719E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
-8.7811E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	FALSE	2858	95.27	7.94	FALSE	Training
-1.9686E+18	France	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Training
4.36525E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Validation
-4.34307E+18	France	fr	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3195	106.5	8.88	FALSE	Training
-8.05258E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3199	106.63	8.89	FALSE	Training
7.21265E+17	France	fr	3	8	0	0	0	0	0	Male	mr	TRUE	FALSE	TRUE	TRUE	3201	106.7	8.89	FALSE	Validation
6.79774E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Training
2.09028E+18	Italie	it	5	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2852	95.07	7.92	FALSE	Training
1.69612E+17	Belgique	fr	9	13	0	0	0	0	3	Female	mrs	TRUE	FALSE	TRUE	FALSE	2853	95.1	7.92	FALSE	Training
-7.09854E+18	Canada	en	5	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2852	95.07	7.92	FALSE	Training
2.55203E+18	Espagne	es	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
1.42155E+18	France	fr	3	9	0	0	0	0	2	Female	mrs	FALSE	FALSE	FALSE	TRUE	2853	95.1	7.92	FALSE	Validation
-8.7324E+18	Pologne	en	6	9	4	2	1	0	11	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
-6.42803E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3197	106.57	8.88	FALSE	Training
-1.23216E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3203	106.77	8.9	FALSE	Validation
3.07626E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Validation
2.80551E+18	France	fr	4	2	1	0	0	0	0	Male	mr	TRUE	FALSE	TRUE	FALSE	3199	106.63	8.89	FALSE	Training
3.62128E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3204	106.8	8.9	FALSE	Training
-3.15837E+17	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3195	106.5	8.88	FALSE	Training
7.60221E+18	Allemagne	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Validation
-8.43351E+17	Italie	it	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3205	106.83	8.9	FALSE	Training
-6.24268E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Validation
7.01088E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
-8.04123E+18	France	fr	6	8	0	0	0	0	0	Male	mr	TRUE	TRUE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
-5.29056E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Training
-6.6282E+18	Espagne	es	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Training
2.60373E+18	Etats-Unis	en	3	8	0	0	0	0	3	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Training
3.20999E+18	Malaisie	en	3	8	0	0	0	0	0	Male	mr	TRUE	FALSE	TRUE	TRUE	3195	106.5	8.88	FALSE	Validation
-7.62719E+18	Etats-Unis	en	5	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3203	106.77	8.9	FALSE	Training
1.23385E+18	Royaume-Uni	en	5	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2852	95.07	7.92	FALSE	Training
-3.98437E+18	Su?de	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3201	106.7	8.89	FALSE	Training
-4.66402E+18	Espagne	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3197	106.57	8.88	FALSE	Training
-2.43037E+17	Espagne	es	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Validation
7.75603E+17	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Validation
-5.44331E+17	Allemagne	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Training
-5.31002E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Validation
-3.39975E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
4.46341E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
1.57801E+18	Allemagne	de	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3196	106.53	8.88	FALSE	Validation
2.20876E+18	Pays-Bas	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
8.07354E+17	Pays-Bas	en	3	8	1	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2853	95.1	7.92	FALSE	Training
3.71465E+18	Danemark	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3199	106.63	8.89	FALSE	Validation
-6.704E+18	Royaume-Uni	en	5	8	0	0	0	0	0	Female	miss	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
-1.6029E+18	Canada	en	4	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2857	95.23	7.94	FALSE	Training
-8.75685E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2854	95.13	7.93	FALSE	Training
-9.14756E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Validation
-6.75276E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2856	95.2	7.93	FALSE	Training
4.74039E+18	Norv?ge	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2855	95.17	7.93	FALSE	Training
-3.4126E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3201	106.7	8.89	FALSE	Training
1.49782E+18	Etats-Unis	en	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Training
-4.25365E+18	Australie	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
1.43958E+18	Italie	it	3	8	0	0	0	0	0	Female	mrs	TRUE	TRUE	FALSE	TRUE	3201	106.7	8.89	FALSE	Training
5.00344E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Validation
7.56812E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2857	95.23	7.94	FALSE	Validation
-4.35427E+18	Italie	it	3	8	0	0	0	0	0	Female	mrs	TRUE	TRUE	FALSE	TRUE	2858	95.27	7.94	FALSE	Training
-8.85055E+18	Espagne	es	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3197	106.57	8.88	FALSE	Training
-1.24366E+18	France	fr	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	3203	106.77	8.9	FALSE	Training
-2.42316E+18	Etats-Unis	en	4	8	123	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
-7.79858E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
-3.69075E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Training
-7.98442E+18	Italie	it	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2859	95.3	7.94	FALSE	Training
-3.42516E+18	Royaume-Uni	en	3	8	2	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Validation
5.52789E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3205	106.83	8.9	FALSE	Training
-5.55427E+18	Italie	it	3	8	0	0	0	0	0	Male	mr	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Training
-2.12582E+18	Allemagne	de	5	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3202	106.73	8.89	FALSE	Training
2.34197E+18	France	fr	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	3200	106.67	8.89	FALSE	Training
5.97736E+18	Royaume-Uni	en	4	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Training
5.36124E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	TRUE	FALSE	TRUE	TRUE	2857	95.23	7.94	FALSE	Training
-7.83378E+18	Royaume-Uni	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3200	106.67	8.89	FALSE	Training
3.03851E+18	Etats-Unis	en	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	3198	106.6	8.88	FALSE	Validation
-8.7664E+17	France	fr	3	8	0	0	0	0	0	Female	mrs	FALSE	FALSE	FALSE	TRUE	2856	95.2	7.93	FALSE	Validation
2.78596E+18	Italie	it	3	9	0	0	0	0	0	Male	mr	TRUE	TRUE	FALSE	TRUE	3195	106.5	8.88	FALSE	Training
